Word,num_rhymes_full_elp,num_rhymes_1000_coca,num_rhymes_2500_coca,num_rhymes_5000_coca,num_rhymes_10000_coca,Ortho_N,Phono_N,Phono_N_H,OG_N,OLD,OLDF,PLD,PLDF,BG_Mean,I_Mean_RT,I_Zscore,I_SD,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Mean_Accuracy
accomplishes,0,0,0,0,0,1,1,1,0,3.95,6.45,3.95,6.67,3947,862.14,0.35,252.67,1,673.81,-0.3,123.47,1
accomplishing,0,0,0,0,0,0,0,0,0,4.45,6.65,3.95,7.12,4402.92,708.63,-0.15,213.01,0.94,711.89,-0.11,138.87,1
accomplishment,0,0,0,0,0,0,0,0,0,4.7,6.49,4.1,7.13,3325.54,803.06,0.04,324.4,0.97,662.86,-0.22,111.82,1
accomplishments,0,0,0,0,0,0,0,0,0,4.9,6.42,4.4,6.75,3282.79,776.33,0.02,230.25,0.93,722.57,0.03,140.12,1
accord,40,3,8,11,13,0,5,5,0,2.45,7.52,1.6,8.25,2874.8,683.71,-0.38,191.93,0.97,602,-0.47,113.68,1
accordance,0,0,0,0,0,0,0,0,0,3.75,7.32,2.9,6.25,3114.44,767.24,-0.09,276.87,1,691.15,-0.23,151.16,0.96
accorded,4,0,0,0,0,0,4,4,0,2.6,6.7,1.75,6.98,3905,763.74,0.01,319.68,0.97,681.71,-0.3,152.98,1
according,7,0,0,0,0,0,5,5,0,2.7,7.03,1.9,6.78,5183.63,707.18,-0.45,303.17,1,627.19,-0.58,140.69,1
accordingly,0,0,0,0,0,0,0,0,0,4.2,5.42,3.4,5.36,4636.9,736.58,-0.18,306.32,0.97,649.22,-0.24,115.69,1
accordion,0,0,0,0,0,0,0,0,0,3.6,7.28,2.95,6.53,3826,930.2,0.4,306.87,0.76,766.15,0.4,228.79,1
accords,19,0,0,0,0,0,2,2,0,2.55,7.38,1.75,7.79,2578.17,680.44,-0.34,202.43,1,644.3,-0.45,165.78,1
accost,8,0,0,0,0,0,1,1,0,2.45,7.76,1.95,7.5,3473,806.81,0.11,309.77,0.76,712.12,-0.17,156.39,0.89
accosted,0,0,0,0,0,0,0,0,0,2.7,6.76,2.5,6.34,4856.57,796.65,0.26,324.27,0.59,779.05,0.15,259.4,0.85
accosting,0,0,0,0,0,0,0,0,0,2.7,7.21,2.4,6.93,6246.88,838.54,0.24,261.31,0.73,812.72,0.27,205.88,0.89
account,7,1,3,5,6,0,1,1,0,2.6,7.5,2.1,8.52,3342.5,619.38,-0.68,162.14,1,605.89,-0.57,133.71,0.97
accountability,0,0,0,0,0,0,0,0,0,5.45,5.46,5.1,6.57,3154.54,821.21,0.17,287.15,1,673.85,-0.26,147.8,0.96
accountable,3,0,0,0,0,1,0,0,0,3.95,5.94,3.55,6.14,3439.5,729.33,-0.19,243.87,0.97,683.48,-0.12,126.88,0.96
accountant,0,0,0,0,0,0,0,0,0,3.6,6.89,3.5,8.23,4036.22,817.19,0.05,386.31,0.94,677.12,-0.02,158.06,1
accountants,0,0,0,0,0,0,0,0,0,4.2,7.12,3.8,7.81,3905.3,742.86,-0.22,206.57,1,721.92,-0.24,222,0.96
accounted,5,0,0,0,0,0,2,2,0,2.6,7.51,1.9,7.13,4585.75,664.83,-0.43,185.4,1,636.37,-0.39,175.82,1
accounting,5,0,0,0,0,0,2,2,0,2.7,6.86,2.05,6.97,5851.67,632.09,-0.43,119.87,1,681.73,-0.3,157.4,1
accounts,5,0,0,0,0,0,1,1,0,2.65,7.55,2.4,8.06,3254.57,644.92,-0.6,222.78,1,633.19,-0.48,176.63,0.96
accredit,0,0,0,0,0,0,0,0,0,3.4,7.11,2.85,7.12,4136.57,839.71,0.3,406.21,0.71,697.28,-0.04,116.42,0.96
accreditation,657,0,0,0,0,0,0,0,0,4.7,6.22,3.9,6.48,5212.83,975,0.61,327.95,0.97,789.4,0.49,127.95,0.75
accredited,1,0,0,0,0,0,0,0,0,3.6,7.06,3.5,6.7,5065.22,773.91,0.07,345.52,0.97,808.74,0.26,271.74,1
accrue,127,0,0,0,0,0,1,1,0,2.65,7.61,1.8,7.81,1397.6,704.89,-0.07,186.64,0.56,702.65,-0.06,174.56,0.74
accrued,57,0,0,0,0,1,2,2,1,2.65,6.88,1.8,7.27,2512,851.08,0.21,322.62,0.73,696.42,0.03,130.43,0.7
accrues,74,0,0,0,0,1,3,3,1,2.7,7.23,1.7,7.54,3287.33,917.33,0.39,488.23,0.45,802.62,0.29,325.97,0.78
accruing,25,0,0,0,0,0,1,1,0,2.9,6.97,2.3,6.91,4331.57,897.14,0.42,270.69,0.64,770.25,0.12,224.6,0.8
accumulate,0,0,0,0,0,0,0,0,0,3.45,6.5,3.9,6.02,3326.89,734.09,-0.24,285.07,1,763.79,0.03,200.69,1
accumulated,0,0,0,0,0,1,0,0,0,3.55,6.41,4.4,6.65,3802.6,748.26,-0.13,218.34,1,899.12,0.45,333.78,0.96
accumulates,0,0,0,0,0,1,0,0,0,3.95,6.16,4.35,5.76,4267.8,749.78,-0.2,223.88,0.97,807.96,0.32,187.71,0.96
accumulating,0,0,0,0,0,0,1,1,0,4.05,6.12,4.45,6.49,4909.55,776.41,-0.05,310.74,1,840.82,0.46,319.42,1
accumulation,657,0,0,0,180,0,0,0,0,3.55,6.69,4.2,6.32,3922.18,859.88,0.03,346.8,0.97,848.3,0.44,278.9,1
accuracy,1,0,0,0,0,0,0,0,0,3.6,7,3.5,7.15,2352.14,615.97,-0.61,187.05,1,610.08,-0.59,116.53,0.96
accurate,1,0,0,0,0,0,0,0,0,2.75,5.79,2.75,6.68,4299.57,728.24,-0.22,286.27,1,669.56,-0.28,172,1
accurately,1,0,0,0,0,0,0,0,0,3.9,6.18,3.8,7.15,4184.67,807.22,-0.01,407.42,0.94,672.46,-0.28,196.17,1
accusation,657,0,0,0,180,0,0,0,0,2.95,6.75,2.7,6.84,4344.56,819.06,0.16,215.34,0.97,773.46,0.24,192.96,1
accusations,264,0,0,0,0,0,0,0,0,3.45,6.48,3.1,6.89,4323.1,763.73,-0.06,301.82,0.91,819.93,0.35,206.58,0.96
accusative,0,0,0,0,0,0,0,0,0,3.6,6.53,3.6,6.55,3515.67,1071.37,0.83,536.54,0.63,974.12,0.94,324.28,0.77
accuse,74,0,0,9,16,0,4,4,0,2.25,7.44,1.7,7.49,2306.8,626.36,-0.52,180.47,1,635.12,-0.45,121.89,0.96
accused,23,0,0,0,0,2,3,3,1,2.35,7.1,1.95,7.03,3269.67,661.97,-0.47,202.39,0.97,624.14,-0.53,109.24,0.96
accuses,10,0,0,0,0,2,3,3,0,2.35,7.29,2.5,7.59,4045,758.7,-0.11,217.71,0.94,688.36,-0.05,138.23,0.96
accusing,22,0,0,0,0,0,2,2,0,2.6,6.96,2.4,7.13,4858.71,743.55,-0.17,271.41,1,640.52,-0.38,146.27,0.96
accusingly,2,0,0,0,0,0,1,1,0,3.75,5.18,3.35,6,4323.44,809.74,0.14,257.77,0.94,803.43,0.21,249.18,0.97
accustom,1,0,0,0,1,0,0,0,0,3.25,7.49,2.65,7.01,2879.29,751.48,0.01,204.72,0.83,721.96,-0.01,146.96,1
accustomed,1,0,0,0,0,0,1,1,0,3.65,7.24,2.7,6.49,3512.67,735.72,-0.17,168.83,1,744.65,0.06,197.01,0.93
ace,30,0,0,0,17,15,23,23,8,1,8.76,1,9.88,2772,579.03,-0.61,126.87,1,627.65,-0.52,168.7,1
acerbic,0,0,0,0,0,0,0,0,0,2.95,6.92,2.95,6.3,4166.5,829.89,0.54,268.01,0.28,1056.73,1.48,326.67,0.58
aces,9,0,0,0,0,10,7,7,2,1.4,7.97,1.55,7.85,6093.33,768.94,-0.08,310,0.91,673.92,-0.22,190,1
acetate,0,0,0,0,0,0,2,2,0,2.75,6.47,2.5,6.58,4821.33,856.65,0.42,251.46,0.76,845.95,0.69,180.03,0.92
acetone,0,0,0,0,0,0,0,0,0,2.85,7.48,3.7,6.37,4138.33,793.04,0.04,249.36,0.73,874.67,0.61,315.14,0.89
acetylene,0,0,0,0,0,0,0,0,0,4.5,6.37,3.75,6.52,3607.13,1084,0.8,366.87,0.52,1031,1.14,345.19,0.5
ache,30,0,0,0,24,3,23,23,0,1.65,8.18,1,9.47,3240.67,631.66,-0.5,163.52,0.91,663.5,-0.42,131.31,1
ached,6,0,0,0,0,2,8,8,1,1.8,7.27,1.45,7.75,4451.5,797.04,0.04,303.88,0.88,657.19,-0.22,188.02,0.96
aches,22,0,0,0,0,3,14,14,1,1.7,7.04,1.3,8.07,5614.5,683.77,-0.33,313.22,0.91,738.55,-0.07,231.87,0.85
achieve,30,0,4,10,13,0,0,0,0,2.65,7.22,2.3,7.95,2837.67,702.82,-0.49,264.47,0.97,651.17,-0.3,205.83,1
achieved,17,0,0,0,0,1,1,1,1,2.75,6.12,2.7,6.91,3587.14,700.09,-0.32,276.35,0.97,657.04,-0.28,139.93,1
achievement,1,0,0,0,0,0,0,0,0,4.5,6.43,3.5,6.88,3487.7,746.68,-0.21,308.75,1,716.8,-0.03,166.51,1
achievements,0,0,0,0,0,0,0,0,0,4.7,6.62,3.6,6.52,3418.55,700.36,-0.22,171.26,1,655.92,-0.29,103.91,1
achieves,23,0,0,0,0,1,1,1,1,2.6,6.92,2.7,7.72,4251.71,757.23,-0.07,299.65,0.91,697.17,-0.13,197.55,0.92
achieving,17,0,0,0,0,0,0,0,0,3.15,6.89,2.8,7.1,4803.13,657.17,-0.27,221,0.94,680.16,-0.24,187.07,1
aching,17,0,0,0,0,1,8,8,0,1.9,7.64,1.55,8.04,6375.2,799.6,-0.11,362.43,0.91,718.52,-0.2,301.09,0.96
acid,2,0,0,0,0,3,3,3,0,1.7,8.36,1.85,7.98,2092,615.69,-0.57,223.81,0.97,590.85,-0.6,151.54,1
acidic,0,0,0,0,0,0,2,2,0,2.7,6.69,2.6,7.46,2888,753.85,-0.02,127.23,0.76,890.08,0.6,234.74,1
acidity,9,0,0,0,0,3,1,1,1,2.4,6.34,2.5,6.59,2534.33,738.67,-0.09,232.28,0.82,785,0.12,183.14,0.96
acids,1,0,0,0,0,0,0,0,0,1.9,7.58,1.9,7.93,1842.75,636.75,-0.42,196.23,0.91,628.59,-0.32,136.47,1
acknowledge,1,0,1,1,1,0,0,0,0,4.35,6.22,3.4,7.04,2563.5,771.38,-0.15,396.39,0.97,645.46,-0.42,125.53,1
acknowledged,0,0,0,0,0,1,0,0,0,4.6,7.1,3.5,7.31,3065.36,810.85,0.09,278.23,1,656.5,-0.39,225.61,1
acknowledgement,1,0,0,0,0,0,0,11,0,6.05,6.23,4.5,6.62,3106.14,735.76,0.1,230.55,0.88,729.79,0.09,159.84,1
acknowledges,2,0,0,0,0,1,0,0,0,4.5,6.68,3.5,6.98,3488.27,951.52,0.61,340.44,0.94,777.19,0.13,223.69,1
acknowledging,0,0,0,0,0,0,0,0,0,5.1,6.99,4.2,7.18,3997.92,857.81,0.24,331.74,0.97,724.92,-0.12,279.7,1
acknowledgment,1,0,0,0,0,0,0,11,0,5.4,6.08,4.5,6.62,3026.46,850.67,0.28,361.37,1,774,-0.02,218.63,1
acme,0,0,0,0,0,3,1,1,1,1.8,9.03,1.95,7.57,2060.33,772,-0.22,335.82,0.85,810.15,0.09,277.12,0.96
acne,1,0,0,0,0,4,1,1,1,1.75,8.73,1.85,7.84,2659,627.94,-0.55,142.24,0.94,656.52,-0.27,125.96,1
acolyte,0,0,0,0,0,0,1,1,0,3.2,7.25,2.65,6.48,3800.67,731.18,0.05,143.32,0.35,822.86,0.72,185.5,0.54
acorn,0,0,0,0,0,2,1,1,1,1.8,7.87,1.85,8.27,3400.5,721.96,-0.24,232.61,0.79,616.71,-0.35,114.86,0.89
acorns,0,0,0,0,0,2,1,1,1,1.85,7.1,2.1,7.27,3546.4,735.07,-0.05,245.97,0.88,715.36,-0.15,164.25,0.93
acoustic,0,0,0,0,0,0,0,0,0,3.1,7,2.7,6.2,5052.57,793.44,0.19,301.39,0.97,754.3,0.09,196.34,0.96
acoustical,0,0,0,0,0,0,1,1,0,3.6,6.99,3.45,7.07,5014.22,855.69,0.49,259.47,0.94,775.23,0.43,174.51,0.96
acoustically,0,0,0,0,0,0,0,0,0,3.8,5.6,3.5,6.12,4808.82,988.35,0.66,411.05,0.87,850.74,0.6,187.91,0.92
acoustics,0,0,0,0,0,0,1,1,0,3.5,6.88,3.25,6.81,4454.25,789.03,-0.02,260.92,0.91,879.83,0.28,220.44,0.96
acquaint,11,0,0,0,0,0,0,0,0,3.4,6.9,2.6,7.31,3799.43,858.73,0.09,286.94,0.94,806.52,0.26,254.48,0.96
acquaintance,0,0,0,0,0,0,0,0,0,5.3,6.18,3.85,7.04,3883.36,807.45,0.08,264.89,1,763.31,-0.01,192.5,1
acquainted,3,0,0,0,0,0,0,0,0,3.5,6.26,2.75,6.51,4803,796.61,-0.03,379.64,0.97,691.04,-0.19,169.13,1
acquiesce,57,0,0,0,0,0,0,0,0,3.6,7.13,3.55,6.57,3301.13,881.84,0.52,224.3,0.59,762.67,0.51,138.51,0.52
acquiesced,69,0,0,0,0,1,0,0,0,3.75,6.67,3.5,6.37,3832.56,934.5,0.61,337.45,0.4,783.64,0.67,389.18,0.48
acquiescence,11,0,0,0,0,0,1,1,0,4.4,5.98,4.05,5.03,3528.09,927.75,0.51,304.04,0.75,893.2,0.73,289.48,0.88
acquire,34,0,9,11,14,0,1,1,0,2.55,7.09,1.8,7.28,2467.5,673.94,-0.3,219.41,0.94,639.44,-0.37,136.07,0.96
acquired,13,0,0,0,0,1,2,2,1,2.6,7.13,2.25,7.15,3269.86,710,-0.18,252.3,0.97,590.46,-0.54,106.71,1
acquires,27,0,0,0,0,1,3,3,1,2.7,7.06,2.3,7.2,3934.43,748.42,-0.3,252.53,0.97,793.52,0.11,237.26,1
acquiring,11,0,0,0,0,0,1,1,0,3.05,6.63,2.6,7.1,4501.25,731.74,-0.15,154.27,0.91,678.86,-0.24,115.81,1
acquisition,91,0,0,25,40,0,0,0,0,3.55,7.03,3,6.87,3947.5,785.59,0,206.61,0.94,789.55,0.33,161.43,0.92
acquisitions,62,0,0,0,0,0,0,0,0,3.95,6.89,3.4,6.81,3964.09,779.12,0.13,252.61,0.97,781.38,0.24,157.32,0.96
acquisitive,0,0,0,0,0,0,0,0,0,4.1,6.4,3.7,6.39,3201.5,908.64,0.59,317.37,0.93,880.65,0.68,253.16,0.77
acquit,41,0,0,0,0,0,0,0,0,2.75,7.57,1.95,7.68,1803.6,832.44,0.28,279.25,0.86,767.15,0.11,296.24,1
acquittal,10,0,0,0,0,0,0,0,0,3.85,6.71,2.7,6.19,2511.75,905.54,0.39,321.68,0.81,812.38,0.23,222.26,0.88
acquitted,5,0,0,0,0,0,0,0,0,3.2,6.58,2.3,6.21,3401.13,802.06,0.16,307.03,1,667.63,-0.33,131.66,0.92
acre,7,0,1,2,3,3,5,5,0,1.7,8.33,1.6,7.1,4211.33,723,-0.2,183.57,0.97,751.5,0.09,193.65,0.96
acreage,0,0,0,0,0,0,0,0,0,2.9,6.96,3.1,7.21,3274.83,1018,1.15,420.15,0.19,831.14,0.84,117.64,0.56
acres,7,0,0,0,0,1,0,0,0,1.8,7.74,1.85,6.92,6342.5,679.03,-0.29,172.46,0.97,661.93,-0.24,110.72,1
acrid,0,0,0,0,0,0,0,0,0,1.9,8,1.95,7.5,3028.25,762.29,0.17,290.2,0.52,753.23,0.12,178.9,0.81
acrimonious,6,0,0,0,0,0,0,0,0,4.35,5.15,4.15,4.86,3653.7,1115.45,0.97,426.13,0.33,927.65,0.97,299.46,0.77
acrimony,0,0,0,0,0,0,0,0,0,3.15,6.86,3.7,6.2,3248.57,784.5,0.21,222.5,0.36,913.71,0.71,365.01,0.71
acrobat,0,0,0,0,0,0,0,0,0,2.85,5.96,2.85,6.14,3242.17,755.88,-0.16,293.13,0.97,661.29,-0.32,125.14,1
acrobatic,54,0,0,0,0,1,0,0,0,3.05,6.09,3.55,6.34,4141.5,832.78,0.21,313.76,0.97,784.96,0.14,202.16,0.92
acrobatics,9,0,0,0,0,1,0,0,0,3.4,6.04,4.15,6.3,3710.89,958.93,0.49,436.04,0.94,765.48,0.09,217.72,0.89
acrobats,0,0,0,0,0,0,0,0,0,3.1,6.65,3.65,6.77,3168.57,715.18,-0.18,234.64,1,678.18,-0.33,148.57,1
acronym,0,0,0,0,0,0,0,0,0,3,6.98,3.05,6.56,2923,831.33,0.26,248.16,0.79,738.04,-0.04,183.59,0.93
across,14,2,4,5,7,0,0,0,0,2.15,7.2,2.2,6.77,2898.2,589.47,-0.58,196.12,1,590.75,-0.56,139.92,1
acrylic,5,0,0,0,0,0,0,0,0,3.2,6.54,2.95,7.03,2637.17,782.81,0.04,255.78,0.97,735.12,0.15,210.43,1
act,41,2,3,8,14,9,11,11,5,1.5,9.11,1,8.48,2330,635.18,-0.56,284.1,1,626.69,-0.43,279.57,1
acted,7,0,0,0,0,2,1,1,1,1.95,7.48,1.95,8.47,5322.75,652.76,-0.47,201.46,0.97,590.24,-0.73,204.55,0.96
acting,13,0,0,0,0,1,2,2,0,1.95,7.39,1.95,7.69,7454,584.81,-0.72,140.15,0.97,591.96,-0.58,105.04,1
action,20,0,1,6,11,0,1,1,0,1.85,8.12,1.8,7.97,5281.8,564.13,-0.8,148.68,1,571.5,-0.77,176.41,1
actions,13,0,0,0,0,0,1,1,0,1.9,7.58,1.9,7.54,5089.83,643.75,-0.53,260.29,1,642.88,-0.49,129.67,1
activate,1,0,0,0,0,0,0,0,0,2.6,6.3,2.75,6.02,4750.57,657.35,-0.45,195.9,0.97,688.25,-0.35,233.51,1
activated,2,0,0,0,0,1,0,0,0,2.7,6.99,3,6.82,5167.25,752.13,-0.23,368.86,1,676,-0.31,165.61,1
activating,0,0,0,0,0,0,0,0,0,3.2,6.54,3.5,6.09,6368.56,700.47,-0.32,202.58,0.94,703.48,-0.16,173.22,1
activation,657,0,0,0,0,0,0,0,0,2.8,6.68,2.8,6.4,5161.78,806.54,0.19,288.92,1,650.29,-0.34,161.24,1
active,9,0,1,2,3,0,2,2,0,2.1,7.56,2.1,7.78,3789.8,632.74,-0.59,216.67,1,558.29,-0.78,113.87,0.96
actively,2,0,0,0,0,0,0,0,0,3.1,6.59,2.85,7.16,3787.71,703.78,-0.3,224.93,0.94,672.43,-0.21,169.85,1
activism,0,0,0,0,0,2,1,1,1,3.2,6.39,3.85,5.41,3360.43,653.09,-0.4,209.95,0.97,664.38,-0.28,164.46,0.93
activist,0,0,0,0,0,1,0,0,0,3.2,6.69,3.65,6.08,4296.71,697.69,-0.24,243.33,1,605.59,-0.49,127.77,1
activities,1,0,0,0,0,0,0,0,0,3.35,7.25,3.5,6.91,5251.78,713.27,-0.3,362.61,0.91,667.65,-0.29,162.97,0.96
activity,6,0,0,1,1,0,0,0,0,2.55,6.89,3,6.85,3169,714.84,-0.37,283.83,1,633.08,-0.49,141.3,1
actor,4,0,1,1,4,1,5,5,1,1.9,8.49,1.75,8.04,3168,539.97,-0.83,144.54,0.97,555.71,-0.74,103.09,1
actors,5,0,0,0,0,0,2,7,0,1.9,8.15,1.9,7.26,3307.8,647.87,-0.45,248.86,0.94,607.7,-0.47,109.14,1
actress,0,0,0,0,0,0,0,0,0,2.35,6.85,2.2,7.09,5466,687.53,-0.49,254.19,1,611.85,-0.56,99.38,0.96
actresses,0,0,0,0,0,0,0,0,0,2.65,6.48,2.75,6.76,6191.88,860.76,0.24,233.95,0.97,718.44,-0.17,165.71,1
acts,12,0,0,0,0,3,4,4,1,1.75,8.16,1.65,8.59,2462.33,590.34,-0.64,228.74,1,600.22,-0.59,76.93,0.96
actual,0,0,0,0,0,0,0,0,0,2.45,7.36,2.65,7.37,2567.8,623.32,-0.63,206.76,0.97,545.71,-0.75,90.13,1
actuality,7,0,0,0,0,0,0,0,0,2.95,6.2,4.15,5.69,2973.75,829,0.05,314.57,1,717.7,-0.18,333.64,0.87
actually,0,0,0,0,0,0,0,0,0,2.65,6.74,2.9,6.95,2944,647.27,-0.44,261.29,1,612.33,-0.55,108.85,1
actuary,0,0,0,0,0,0,0,0,0,2.8,6.55,3.7,6.03,2330.5,711.67,0.08,234.1,0.55,926.46,0.62,387.87,0.92
acuity,4,0,0,0,0,0,0,0,0,2.45,7.19,2.85,7.22,2025.2,862.47,0.22,316.5,0.56,890.79,0.62,267.14,0.73
acupuncture,0,0,0,0,0,0,0,0,0,4.75,6.79,6.45,5.62,2570.2,853.2,0.32,361.82,0.91,812.89,0.32,209.93,0.96
acute,40,0,0,0,19,0,1,1,0,1.95,7.86,1.9,7.02,3622.75,649.53,-0.45,235.96,1,709.07,-0.17,290.06,0.96
acutely,2,0,0,0,0,0,0,0,0,2.9,6.6,3,6.21,3676,818.93,0.22,321.29,0.91,735.28,0,206.79,1
acuteness,2,0,0,0,0,0,0,0,0,3.3,5.42,3.25,5.42,5424,874.47,0.32,325.4,0.94,755.96,0.34,175.87,1
ad,21,0,4,8,11,15,24,26,7,1,10.9,1,11.04,1994,740.94,-0.3,300.43,0.94,626.38,-0.53,242.63,1
adage,0,0,0,0,0,1,3,3,0,2,8.23,1.95,8.18,1759.75,769.85,0.38,209.04,0.41,712.38,-0.03,193.48,0.59
adamant,0,0,0,0,0,0,0,0,0,2.95,6.7,2.5,6.26,3539.33,823,0.2,233.97,0.66,771.84,0.14,198.69,0.93
adamantly,0,0,0,0,0,0,0,0,0,3.9,5.92,3.4,6.31,3252.38,836,0.42,201.92,0.65,907.5,0.62,411.04,0.85
adapt,21,0,0,0,1,2,2,2,2,1.95,7.91,1.9,7.27,1354,660.36,-0.56,228.18,1,585.04,-0.56,103.55,0.96
adaptability,36,0,0,0,0,0,0,0,0,4.1,6.1,4.45,6.53,2397.27,893.61,0.45,273.62,0.9,752,0.27,210.82,0.88
adaptable,0,0,0,0,0,0,0,0,0,3.5,6.16,3.4,7.03,2469.5,899.62,0.08,476.72,0.85,687.15,-0.27,219.43,0.93
adaptation,657,0,0,0,180,0,0,0,0,3.2,6.55,3.55,6.24,4334.89,804.5,0.09,257.4,0.94,788.5,0.2,273.93,0.89
adaptations,264,0,0,0,0,0,0,0,0,3.7,6.52,3.8,6.45,4314.4,825.94,0.03,257.89,0.94,690.96,-0.13,143.19,0.93
adapted,0,0,0,0,0,2,1,1,1,2.5,6.69,2.6,7.69,3674.5,684.82,-0.42,287.42,1,632.36,-0.51,227.66,0.96
adapter,3,0,0,0,1,1,1,1,0,2.6,7,2.5,7.3,4518.67,813.59,0.01,341.63,1,593.57,-0.53,125.03,1
adapters,2,0,0,0,0,0,0,0,0,2.8,6.49,2.75,6.82,4425.57,811.64,0.1,286.16,0.97,638.04,-0.36,121.13,1
adapting,0,0,0,0,0,1,1,1,1,2.7,6.77,2.75,7.22,5432.29,754.36,-0.29,308.18,1,670.92,-0.33,171.64,0.96
add,21,1,4,8,11,10,24,26,3,1.6,9.16,1,11.04,1248,657.55,-0.58,323.29,1,579.57,-0.66,139.61,1
added,0,0,0,0,0,2,7,7,1,1.8,6.83,1.5,7.52,3864.25,644,-0.56,192.97,1,628.3,-0.5,197.04,1
addendum,1,0,0,0,0,0,0,0,0,3.95,7.01,2.5,7.43,2846.29,936.31,0.52,221.44,0.48,902.11,0.54,423.83,0.7
adder,4,0,0,0,0,5,11,14,2,1.8,7.19,1.1,7.92,5130.5,732,0.18,180.93,0.49,659.46,-0.32,143.48,0.93
addict,18,0,0,3,7,0,3,3,0,2.45,7.29,1.9,7.46,2503.8,600.9,-0.7,151.83,0.97,667.04,-0.31,174.19,0.93
addicted,6,0,0,0,0,0,0,0,0,2.75,7.5,2.6,7.42,4164.29,661.73,-0.43,141.79,1,626.31,-0.5,135.02,0.96
addiction,18,0,0,4,8,0,0,0,0,2.7,7.7,2.2,8.05,4283.5,628.29,-0.46,209.47,0.97,637.41,-0.48,110.11,1
addicts,6,0,0,0,0,0,1,1,0,2.75,7.28,2.65,7.82,2541,722.97,-0.24,313.9,1,680.54,-0.15,176.34,0.89
adding,2,0,0,0,0,1,4,4,1,1.9,7.6,1.55,7.44,5918.2,648.36,-0.46,231.35,1,621.56,-0.55,100.77,1
addition,91,2,11,25,40,1,2,2,1,2.35,7.71,1.75,8.38,4585.43,601.69,-0.58,187.71,0.91,718.68,-0.24,217.76,1
additional,7,0,1,2,2,0,0,0,0,3.4,7.51,2.65,7.58,4533,678.94,-0.3,202.68,0.97,569.29,-0.67,106.34,1
additionally,0,0,0,0,0,0,0,0,0,4.2,6.82,3.3,7.76,4415.09,820.39,0.13,365.74,0.97,685.14,-0.2,124.35,1
additions,62,0,0,0,0,1,2,2,1,2.5,7.63,1.9,8.42,4528.5,718.52,-0.04,294.46,0.97,698.44,-0.1,208.3,1
additive,0,0,0,0,0,0,0,0,0,3.1,7.02,2.7,7.24,3519.71,711.35,-0.09,206.42,0.97,753.54,-0.03,233.14,0.89
additives,0,0,0,0,0,0,0,0,0,3.35,6.94,3,7.16,4671.75,782.39,-0.06,306.12,0.97,764.04,0.05,182.19,0.92
addle,3,0,0,0,0,1,7,7,0,1.8,7.11,1.5,7.77,2459.75,1107.13,0.29,717.3,0.24,746.57,-0.05,354.37,0.75
address,0,0,0,0,0,0,0,0,0,2.45,6.71,2.1,7.8,4685.17,582.3,-0.67,136.64,1,533.59,-0.72,102.72,1
addressed,69,0,0,0,0,2,3,3,0,2.55,7.89,1.8,7.68,5024.75,673.31,-0.54,216.5,1,643.11,-0.46,159.66,1
addressee,113,0,0,0,0,2,0,0,0,3.1,7.04,2.95,7.61,4237.5,944.86,0.55,319.52,0.67,696.04,-0.05,204,0.89
addresses,17,0,0,0,0,2,1,1,0,2.55,6.71,2.5,6.82,5606.25,757.77,-0.27,241.02,0.97,694.14,-0.23,159.84,1
addressing,28,0,0,0,0,0,2,2,0,3.1,7.02,2.4,7.1,6065.67,689.76,-0.36,261.86,1,619.48,-0.41,123.62,1
adds,8,0,0,0,0,2,9,15,2,1.8,8.24,1.45,9.4,1197,632.21,-0.47,169.82,1,603.15,-0.54,117.71,1
adept,14,0,0,0,3,2,2,2,2,1.9,7.8,1.9,7.77,2182.75,759.21,-0.14,318.26,0.75,624.38,-0.47,87.15,0.96
adequacy,0,0,0,0,0,0,0,0,0,3.7,6.78,3.5,6.85,1754.71,780.64,0.15,250.69,0.9,828.25,0.31,264.36,1
adequate,1,0,0,0,1,0,0,0,0,3.15,6.33,2.9,6.59,3702.14,674.69,-0.28,134.68,0.97,723.42,-0.25,265.91,0.93
adequately,0,0,0,0,0,0,0,0,0,3.95,6.89,3.65,6.11,3720,698.24,-0.29,204.12,0.86,756,0.05,215.35,1
adhere,75,0,0,0,35,0,0,0,0,2,7.47,2,7.58,5411.2,720.67,-0.21,216.08,0.94,605.04,-0.5,97.95,0.96
adhered,29,0,0,0,0,1,1,1,1,2.35,6.52,2.55,6.99,5856.67,781.91,0.16,313.16,0.67,721.24,-0.14,200.93,0.89
adherence,9,0,0,0,0,0,1,1,0,3.2,7,2.85,7.26,4932,880.56,0.27,356.79,0.78,688.41,-0.23,151.65,1
adherent,2,0,0,0,0,0,1,1,0,2.55,6.25,2.95,7.22,5658,823.79,0.04,355.74,0.75,735.12,-0.13,167.29,0.93
adherents,0,0,0,0,0,0,0,0,0,3.35,6.52,3.4,7.09,5291.63,912.07,0.5,356.44,0.84,794.48,0.19,241.67,1
adheres,52,0,0,0,0,1,1,1,1,2.5,6.94,2.5,6.89,6632,822.82,0.14,214.61,0.9,674.33,-0.22,131.17,1
adhesion,6,0,0,0,0,0,0,0,0,3.25,7.14,3.2,6.93,4854.57,912.42,0.27,366.84,0.71,871.64,0.32,367.16,0.93
